zipcode,median_income,population,households,housing_units,homeowner_vacancy_rate,rental_vacancy_rate,occupied_housing_units,latitude,longitude,median_rooms,median_rent,median_value,value_to_income
92368,32545.0,858,299,421,7.8,9.9,299,34.65508,-117.30893,5.2,1104.0,288700.0,8.87
92371,55153.0,16345,5316,5978,3.6,4.7,5316,34.43837,-117.54266,6.0,1495.0,330800.0,6.0
92372,50964.0,5594,2042,2255,1.9,5.9,2042,34.45097,-117.62859,6.3,1339.0,400000.0,7.85
92373,69818.0,35348,14234,15131,1.3,5.0,14234,34.00648,-117.15351,5.0,1796.0,648200.0,9.28
92374,71297.0,43587,14260,15112,1.2,7.4,14260,34.06738,-117.17482,5.4,1816.0,471700.0,6.62
92376,52618.0,84548,21997,22592,0.5,3.7,21997,34.11053,-117.37997,5.2,1508.0,388100.0,7.38
92377,83384.0,20734,5586,5657,0.5,2.1,5586,34.15234,-117.40412,6.5,2126.0,480400.0,5.76
92378,78571.0,677,277,400,0.0,6.9,277,34.23206,-117.22483,4.9,1157.0,350000.0,4.45
92382,58073.0,5721,2429,4004,3.7,10.1,2429,34.20604,-117.11276,5.1,1680.0,341900.0,5.89
92384,167500.0,24,18,28,25.0,45.5,18,35.98255,-116.1505,3.5,,,
92385,49464.0,221,98,242,0.0,0.0,98,34.21345,-117.23057,5.2,,381800.0,7.72
92386,40714.0,2477,1175,3194,6.1,6.3,1175,34.23702,-116.82523,4.1,1820.0,358200.0,8.8
92389,27625.0,123,75,148,0.0,0.0,75,35.82902,-116.24813,4.2,,,
92391,43523.0,2239,891,1386,3.2,11.8,891,34.23958,-117.23665,4.9,,306300.0,7.04
92392,57885.0,62294,17196,18240,2.5,5.1,17196,34.479,-117.40884,6.2,1707.0,328200.0,5.67
92394,53636.0,41057,9882,10289,1.8,3.8,9882,34.563,-117.3542,6.3,1441.0,308600.0,5.75
92395,47921.0,47556,15342,16647,3.3,6.7,15342,34.50032,-117.29479,5.5,1375.0,291200.0,6.08
92397,61496.0,5485,2319,3055,2.1,6.9,2319,34.36212,-117.69136,5.7,1512.0,426500.0,6.94
92398,54073.0,1234,495,575,2.2,7.1,495,34.97178,-116.83808,4.8,627.0,137800.0,2.55
92399,63984.0,55794,19868,20605,0.9,4.3,19868,34.04469,-117.004,5.6,1463.0,435400.0,6.8
92401,23295.0,2016,714,768,3.1,5.3,714,34.10586,-117.29188,3.9,1042.0,296000.0,12.71
92404,44474.0,64270,18573,19335,1.1,4.1,18573,34.17862,-117.23891,4.9,1272.0,347300.0,7.81
92405,39681.0,32165,9404,9775,1.3,3.8,9404,34.14578,-117.30225,4.8,1381.0,337300.0,8.5
92407,63171.0,67814,18491,19311,0.8,5.6,18491,34.22394,-117.38839,5.4,1608.0,440600.0,6.97
92408,39472.0,13488,4034,4201,0.3,3.3,4034,34.0845,-117.2653,4.4,1168.0,371100.0,9.4
92410,30072.0,51651,13986,14477,0.7,3.3,13986,34.10655,-117.29574,4.4,1176.0,233700.0,7.77
92411,40539.0,27014,6831,7106,1.2,3.1,6831,34.12214,-117.32291,5.0,1341.0,280100.0,6.91
92501,56239.0,22017,7231,7609,1.5,3.4,7231,33.99496,-117.37367,4.9,1489.0,439900.0,7.82
92503,66579.0,90011,25426,26153,0.9,3.4,25426,33.88308,-117.45222,5.6,1701.0,489200.0,7.35
92504,62699.0,54642,16628,17290,0.7,4.5,16628,33.90607,-117.39854,5.4,1640.0,457800.0,7.3
92505,64505.0,50919,14968,15474,0.7,3.9,14968,33.92663,-117.4928,5.2,1856.0,463500.0,7.19
92506,91216.0,45185,15768,16257,0.8,3.5,15768,33.93478,-117.36689,6.4,1777.0,605800.0,6.64
92507,48872.0,63191,19714,21040,0.8,6.5,19714,33.97464,-117.32234,4.2,1625.0,472300.0,9.66
92508,104668.0,35415,10161,10379,0.6,3.6,10161,33.89039,-117.3282,7.1,2511.0,633900.0,6.06
92509,66232.0,78166,20383,20921,0.6,2.2,20383,34.00293,-117.44547,5.7,1661.0,453500.0,6.85
92518,74741.0,806,473,785,20.0,33.3,473,33.89602,-117.27705,3.5,1985.0,,
92530,55399.0,59098,17797,18588,1.1,3.9,17797,33.63386,-117.37949,5.4,1642.0,439500.0,7.93
92532,85181.0,27560,7820,8072,1.0,4.3,7820,33.69052,-117.30241,6.7,2226.0,484700.0,5.69
92536,53107.0,3737,1489,1819,5.6,4.7,1489,33.48791,-116.81528,5.2,1746.0,410800.0,7.74
92539,42370.0,4966,1961,2317,2.2,5.1,1961,33.51579,-116.64432,5.1,1012.0,311900.0,7.36
92543,33197.0,39323,14245,15235,2.4,6.0,14245,33.69867,-116.97916,4.5,1228.0,199100.0,6.0
92544,49793.0,50007,16130,17149,1.6,4.8,16130,33.64581,-116.86033,5.4,1436.0,316700.0,6.36
92545,46910.0,44072,16644,18174,2.2,10.7,16644,33.7311,-117.0359,5.2,1761.0,313900.0,6.69
92548,44717.0,7408,2234,2385,2.5,4.6,2234,33.76392,-117.10907,5.1,1405.0,208200.0,4.66
92549,68977.0,4234,1918,4010,6.1,7.8,1918,33.80886,-116.71212,4.3,1327.0,449600.0,6.52
92551,61938.0,34294,8613,8824,0.8,2.9,8613,33.88148,-117.22521,5.8,1867.0,391200.0,6.32
92553,50741.0,76761,20257,20729,0.7,2.7,20257,33.92335,-117.24532,5.1,1759.0,371600.0,7.32
92555,84612.0,43580,11553,11879,0.9,4.1,11553,33.9133,-117.10867,6.4,2251.0,474500.0,5.61
92557,70234.0,54549,15618,16163,0.9,5.9,15618,33.96855,-117.25704,5.9,1878.0,435600.0,6.2
92561,71343.0,1648,772,1002,4.1,6.8,772,33.63704,-116.57441,4.8,1432.0,436700.0,6.12
92562,89002.0,64270,21564,22505,1.3,5.0,21564,33.53579,-117.35098,6.5,2148.0,586500.0,6.59
92563,90906.0,73224,21850,22494,1.0,3.0,21850,33.58435,-117.14458,6.9,2264.0,584300.0,6.43
92567,68086.0,9729,2684,2816,1.1,2.8,2684,33.82378,-117.10305,5.9,1322.0,457300.0,6.72
92570,52325.0,59015,14863,15541,0.9,2.8,14863,33.78377,-117.31737,4.9,1354.0,376300.0,7.19
92571,61780.0,59450,14092,14377,0.5,2.7,14092,33.84182,-117.19522,5.7,1830.0,382500.0,6.19
92582,70578.0,21161,5343,5572,1.4,4.2,5343,33.80489,-117.01873,7.0,2260.0,404200.0,5.73
92583,42931.0,34674,10436,11056,1.9,3.9,10436,33.79662,-116.93188,5.3,1381.0,297400.0,6.93
92584,88201.0,55517,16767,17753,2.1,9.5,16767,33.66167,-117.18079,6.4,2251.0,494300.0,5.6
92585,73417.0,24887,7371,7628,1.2,3.1,7371,33.74217,-117.16723,6.2,2100.0,447100.0,6.09
92586,39780.0,22188,10471,11058,2.2,4.2,10471,33.70773,-117.20045,5.0,1482.0,324700.0,8.16
92587,80156.0,17529,5981,6467,2.1,5.5,5981,33.69466,-117.25196,6.1,2112.0,517400.0,6.45
92590,70865.0,4840,1978,2189,2.7,4.9,1978,33.48391,-117.22075,5.2,1205.0,1115800.0,15.75
92591,83189.0,42021,14225,14892,0.8,6.5,14225,33.53432,-117.1092,6.1,2137.0,610600.0,7.34
92592,101676.0,79740,25092,26075,1.0,4.3,25092,33.511,-117.0242,6.9,2435.0,625800.0,6.15
92595,74735.0,34405,10594,10974,0.9,4.5,10594,33.61638,-117.26028,6.2,1868.0,482400.0,6.45
92596,101327.0,31081,8576,8834,0.9,3.7,8576,33.64739,-117.07641,7.1,2343.0,581200.0,5.74
92602,105433.0,29581,9996,10653,2.5,5.2,9996,33.72645,-117.7287,5.0,2786.0,1116300.0,10.59
92603,131196.0,20137,7447,7851,1.0,6.4,7447,33.62927,-117.79408,5.8,3313.0,1603500.0,12.22
92604,105108.0,27151,9784,10146,0.7,4.5,9784,33.6879,-117.7889,5.3,2629.0,919800.0,8.75
92606,96588.0,23383,8781,9361,0.6,6.9,8781,33.69849,-117.8123,4.3,2713.0,947400.0,9.81
92610,131845.0,12545,4319,4552,2.4,3.2,4319,33.68336,-117.65404,6.0,2843.0,876400.0,6.65
92612,79366.0,31822,14079,15571,2.8,8.4,14079,33.65984,-117.82457,3.8,2625.0,896300.0,11.29
92614,97742.0,28456,11298,12094,2.1,6.7,11298,33.68173,-117.83316,4.4,2625.0,912300.0,9.33
92617,39135.0,25232,4258,4960,0.1,8.5,4258,33.64197,-117.84103,4.1,1513.0,691900.0,17.68
92618,101822.0,57488,22152,25150,7.4,8.7,22152,33.66729,-117.73362,4.3,2841.0,1103600.0,10.84
92620,110483.0,64424,22212,23430,0.9,5.8,22212,33.70661,-117.75695,5.2,3024.0,1142700.0,10.34
92624,97976.0,7170,2816,3195,0.9,6.0,2816,33.46082,-117.66656,5.3,2429.0,1065500.0,10.88
92625,140232.0,12017,5848,6698,2.3,6.9,5848,33.60229,-117.86551,5.6,,,
92626,84968.0,50885,19763,20657,0.6,5.1,19763,33.67896,-117.90844,4.6,2388.0,962000.0,11.32
92627,71776.0,61764,22702,23684,1.1,3.3,22702,33.64786,-117.9205,4.4,2174.0,958000.0,13.35
92629,100243.0,25939,11434,13060,1.1,5.3,11434,33.47678,-117.70459,5.3,2662.0,1158200.0,11.55
92630,92552.0,66359,22905,23447,0.6,3.6,22905,33.64709,-117.68428,5.6,2451.0,828400.0,8.95
92637,41928.0,17644,11958,13414,3.4,7.5,11958,33.60796,-117.72799,4.2,2136.0,358300.0,8.55
92646,96915.0,56788,21730,22344,0.5,3.6,21730,33.66525,-117.96755,6.0,2406.0,951600.0,9.82
92647,80218.0,60455,21962,22746,0.7,3.9,21962,33.72395,-118.00685,4.7,2336.0,903300.0,11.26
92648,93413.0,46691,20357,21731,0.6,3.6,20357,33.68212,-118.0101,4.8,2232.0,1147000.0,12.28
92649,97459.0,34082,14625,15385,0.8,3.4,14625,33.72037,-118.04423,5.2,2360.0,1023100.0,10.5
92651,126469.0,24096,11180,13493,1.8,7.6,11180,33.56535,-117.77399,5.6,2724.0,,
92653,99078.0,30077,10261,10672,0.6,7.0,10261,33.59276,-117.69994,5.8,2513.0,891400.0,9.0
92655,42342.0,8878,2531,2607,0.4,1.8,2531,33.74606,-117.98765,4.4,1469.0,687000.0,16.23
92656,108288.0,53473,20327,20943,0.5,3.9,20327,33.57518,-117.73036,4.8,2615.0,804000.0,7.42
92657,204688.0,10294,3987,4456,1.0,7.3,3987,33.59571,-117.83069,6.6,3321.0,,
92660,122222.0,36259,15712,17545,1.3,11.2,15712,33.63375,-117.87504,5.4,3179.0,,
92661,106673.0,3457,1662,2480,2.5,9.1,1662,33.60231,-117.89872,5.3,2655.0,,
92662,106143.0,2490,1373,2035,1.9,10.4,1373,33.60547,-117.89218,4.5,2381.0,,
92663,103965.0,20812,9838,11825,1.9,6.4,9838,33.62328,-117.93022,4.7,2513.0,1843900.0,17.74
92672,81347.0,41067,15757,17810,1.0,7.2,15757,33.3825,-117.5403,5.0,2291.0,1174200.0,14.43
92673,147747.0,29642,9945,10269,0.6,4.8,9945,33.46611,-117.61204,7.2,3028.0,1152100.0,7.8
92675,88692.0,35203,11848,12319,0.9,4.0,11848,33.49977,-117.65366,5.9,2330.0,888200.0,10.01
92676,103935.0,1997,784,824,1.2,4.3,784,33.75306,-117.63534,5.4,1858.0,744700.0,7.17
92677,103322.0,64355,25425,27281,0.8,11.9,25425,33.52777,-117.70523,5.8,2736.0,1052800.0,10.19
92678,90962.0,651,232,269,0.5,4.0,232,33.64627,-117.50662,5.6,,919000.0,10.1
92679,162447.0,31016,10432,10655,0.5,5.4,10432,33.65274,-117.56048,7.7,3008.0,1148900.0,7.07
92683,61813.0,90946,27033,27916,0.5,3.3,27033,33.75242,-117.99383,5.0,1978.0,777100.0,12.57
92688,108876.0,44688,16073,16471,0.4,4.2,16073,33.61737,-117.61131,5.3,2446.0,819000.0,7.52
92691,113280.0,47918,16633,17035,0.3,4.8,16633,33.61051,-117.66627,6.1,2463.0,867600.0,7.66
92692,114167.0,46434,17725,18249,0.6,5.6,17725,33.60948,-117.64396,6.1,2684.0,903000.0,7.91
92694,166262.0,36637,12025,12644,2.8,6.0,12025,33.51502,-117.58065,5.8,2870.0,978900.0,5.89
92701,46728.0,48789,12574,13020,0.7,2.4,12574,33.7486,-117.85877,3.8,1607.0,579400.0,12.4
92703,57186.0,65621,13939,14365,0.2,3.7,13939,33.74853,-117.90621,4.5,1858.0,572100.0,10.0
92704,65645.0,82841,20260,20730,0.5,2.8,20260,33.72038,-117.90807,4.7,2001.0,600900.0,9.15
92705,101711.0,45902,14912,15774,0.7,8.3,14912,33.755,-117.81488,5.9,2164.0,1074600.0,10.57
92706,64102.0,35621,9678,9934,0.6,2.5,9678,33.76602,-117.88174,4.8,1765.0,773200.0,12.06
92707,73648.0,56456,13483,13867,0.1,4.2,13483,33.70991,-117.87045,4.8,2040.0,606100.0,8.23
92708,84509.0,57192,19182,19589,0.4,2.9,19182,33.71046,-117.95132,6.1,2412.0,932800.0,11.04
92780,70536.0,56034,18232,18844,0.9,2.9,18232,33.73685,-117.81968,4.6,2070.0,798100.0,11.31
92782,112204.0,29266,10792,11196,0.6,5.2,10792,33.72833,-117.79753,4.9,2656.0,1011300.0,9.01
92801,60554.0,63163,18509,19132,0.6,3.5,18509,33.84441,-117.95175,4.2,1881.0,598700.0,9.89
92802,58944.0,41914,11751,12289,0.6,3.9,11751,33.80831,-117.9237,4.4,1905.0,664600.0,11.28
92804,61611.0,86127,25230,26017,0.8,2.9,25230,33.81801,-117.97517,4.5,1888.0,661400.0,10.74
92805,63691.0,74633,21096,22927,0.7,8.1,21096,33.83003,-117.90568,4.0,1900.0,640600.0,10.06
92806,68272.0,40649,13102,13666,0.7,5.3,13102,33.83884,-117.87054,4.3,2112.0,749500.0,10.98
92807,107390.0,37627,12957,13281,0.5,5.6,12957,33.85001,-117.78946,6.3,2851.0,874400.0,8.14
92808,124466.0,20056,7465,7598,0.5,2.9,7465,33.85623,-117.74018,5.9,2653.0,951100.0,7.64
92821,89970.0,41335,14995,15718,0.5,4.2,14995,33.92997,-117.86986,5.3,2190.0,812600.0,9.03
92823,144325.0,6010,2079,2169,1.3,5.9,2079,33.92536,-117.80024,6.2,3207.0,972900.0,6.74
92831,65948.0,38953,13538,14257,0.4,5.6,13538,33.8795,-117.89607,4.4,1976.0,746800.0,11.32
92832,61208.0,26277,9076,9643,0.7,3.3,9076,33.86871,-117.92914,4.3,1946.0,690200.0,11.28
92833,74578.0,52598,16576,16968,0.5,2.6,16576,33.88051,-117.96112,5.2,1985.0,757000.0,10.15
92835,102929.0,25450,9090,9410,0.6,4.4,9090,33.90171,-117.91529,5.8,2218.0,937500.0,9.11
92840,68233.0,54365,15283,15753,0.6,3.3,15283,33.78584,-117.93202,4.9,1862.0,678700.0,9.95
92841,59882.0,34376,9389,9672,0.8,2.7,9389,33.7868,-117.98207,5.0,1850.0,706300.0,11.79
92843,60232.0,45480,11289,11499,0.4,2.0,11289,33.76399,-117.93153,4.8,1800.0,630100.0,10.46
92844,57126.0,23668,6571,6753,0.5,2.4,6571,33.76561,-117.96952,4.5,1994.0,667900.0,11.69
92845,99063.0,16520,5666,5760,0.2,2.6,5666,33.78292,-118.0264,5.9,2578.0,835000.0,8.43
92860,96214.0,26376,7078,7275,0.7,2.2,7078,33.9262,-117.54913,6.5,1884.0,684000.0,7.11
92861,146417.0,5843,1943,2020,1.0,8.3,1943,33.81801,-117.81031,8.3,,1469200.0,10.03
92865,101643.0,20859,6686,6879,0.9,3.3,6686,33.82887,-117.84925,5.9,2317.0,786900.0,7.74
92866,72846.0,15935,5832,6085,1.1,3.6,5832,33.78453,-117.84479,4.2,1852.0,863100.0,11.85
92867,90233.0,44927,13635,14045,0.6,3.2,13635,33.81443,-117.79617,6.1,2081.0,899100.0,9.96
92868,65217.0,27127,8693,9133,0.7,4.2,8693,33.78799,-117.87637,4.1,2229.0,643500.0,9.87
92869,102536.0,36349,11897,12174,0.6,2.4,11897,33.79479,-117.7621,6.3,2241.0,883600.0,8.62
92870,89360.0,52749,17212,17669,0.3,3.9,17212,33.88087,-117.85522,5.7,2170.0,835300.0,9.35
92879,66638.0,47243,13931,14526,1.0,5.3,13931,33.87979,-117.5357,5.3,1909.0,546900.0,8.21
92880,105087.0,75365,20109,20526,0.6,2.5,20109,33.92096,-117.61052,7.2,2563.0,668700.0,6.36
92881,98861.0,31590,9276,9536,0.8,5.5,9276,33.82163,-117.56763,7.0,2085.0,677900.0,6.86
92882,75804.0,67894,20355,20809,0.5,2.9,20355,33.86367,-117.59989,5.9,1945.0,623500.0,8.23
92883,106403.0,34836,11260,11741,1.6,5.5,11260,33.75994,-117.47827,6.4,2559.0,633500.0,5.95
92886,123737.0,50001,16754,17254,0.8,4.0,16754,33.89517,-117.80154,6.5,2906.0,968400.0,7.83
92887,142615.0,20770,7205,7331,0.7,3.9,7205,33.88727,-117.73389,6.7,2271.0,1035000.0,7.26
93001,65884.0,33859,13237,14627,1.0,4.3,13237,34.35321,-119.31868,4.4,1758.0,735000.0,11.16
93003,77185.0,50558,19482,20324,0.7,4.1,19482,34.28434,-119.22256,5.2,2003.0,704200.0,9.12
93004,82240.0,31942,11339,11775,0.4,5.8,11339,34.27901,-119.16537,5.7,2207.0,691100.0,8.4
93010,92045.0,46223,17004,17726,0.6,5.1,17004,34.23007,-119.07437,6.0,2299.0,747700.0,8.12
93012,103043.0,37550,13868,14435,1.0,4.6,13868,34.20518,-118.99309,5.8,2656.0,746100.0,7.24
93013,77711.0,16299,6104,7155,1.3,4.0,6104,34.42697,-119.48032,4.9,2249.0,994200.0,12.79
93015,67882.0,18789,5300,5526,1.1,2.2,5300,34.40969,-118.87807,5.4,1844.0,525600.0,7.74
93021,104483.0,38103,12135,12372,0.4,3.0,12135,34.30417,-118.88274,6.6,2453.0,805600.0,7.71
93022,75500.0,6172,2224,2312,0.8,1.8,2224,34.40324,-119.29836,5.4,2398.0,682800.0,9.04
93023,72670.0,20937,8345,9082,1.1,3.7,8345,34.50372,-119.24856,5.2,1772.0,829200.0,11.41
93030,68543.0,59011,15542,15903,0.6,2.4,15542,34.2051,-119.1753,5.0,1778.0,604600.0,8.82
93033,61698.0,79539,17357,17729,0.3,2.1,17357,34.15401,-119.12296,5.2,1796.0,519600.0,8.42
93035,86630.0,28070,10249,12253,1.4,5.6,10249,34.19034,-119.22879,5.3,2280.0,686300.0,7.92
93036,70173.0,48656,14400,15095,0.8,4.5,14400,34.24911,-119.15977,5.2,2117.0,615000.0,8.76
93040,49853.0,1927,533,557,1.3,0.8,533,34.59337,-118.93657,5.2,1649.0,467600.0,9.38
93041,63103.0,22918,7629,8845,1.1,7.8,7629,34.14956,-119.17458,4.8,1958.0,497600.0,7.89
93042,,17,5,6,100.0,0.0,5,33.4077,-119.43365,,,,
93043,88333.0,523,0,4,0.0,100.0,0,34.17001,-119.2026,,,,
93060,58352.0,33859,9933,10282,1.3,2.2,9933,34.36543,-119.09563,5.1,1648.0,545000.0,9.34
93063,89341.0,55076,19442,19827,0.3,2.4,19442,34.30922,-118.69041,6.0,2297.0,697100.0,7.8
93064,,57,14,18,0.0,0.0,14,34.24527,-118.69984,,,,
93065,98946.0,73943,24591,25149,0.4,4.0,24591,34.26206,-118.77151,6.0,2490.0,710200.0,7.18
93066,101827.0,3141,1025,1096,0.6,7.8,1025,34.28851,-119.02848,6.4,2318.0,1248500.0,12.26
93067,57788.0,734,339,446,5.5,3.1,339,34.42162,-119.59277,4.2,2170.0,1489300.0,25.77
93101,56697.0,30513,12570,13413,1.4,3.5,12570,34.41925,-119.70808,3.8,2009.0,1036800.0,18.29
93103,90986.0,20029,7352,7945,0.6,2.7,7352,34.43888,-119.68173,4.5,2263.0,1332400.0,14.64
93105,91966.0,26003,10547,11465,1.2,5.9,10547,34.52702,-119.76082,5.1,2415.0,1405700.0,15.28
93108,139130.0,11243,4340,5584,2.4,7.0,4340,34.44934,-119.60397,6.4,,,
93109,96799.0,11041,4491,4912,1.0,5.9,4491,34.40662,-119.72682,5.2,2874.0,1705700.0,17.62
93110,81429.0,16317,6287,6692,1.3,4.6,6287,34.43913,-119.7666,4.8,2206.0,953600.0,11.71
93111,106750.0,18468,6443,6670,0.5,2.8,6443,34.44932,-119.80223,5.8,2719.0,1094300.0,10.25
93117,62547.0,53430,16967,17878,0.9,2.8,16967,34.49102,-120.08201,4.3,1936.0,932400.0,14.91
93201,31154.0,1260,306,336,3.3,2.9,306,35.8555,-119.48338,4.5,919.0,88600.0,2.84
93202,48302.0,4154,1220,1253,0.8,0.6,1220,36.3187,-119.7076,5.2,1328.0,219700.0,4.55
93203,38836.0,20777,5100,5277,0.3,2.0,5100,35.12158,-118.8468,4.9,1063.0,229300.0,5.9
93204,41709.0,13720,2487,2596,0.6,3.4,2487,35.90819,-120.06776,5.0,1043.0,211100.0,5.06
93205,22746.0,2081,990,1277,5.2,5.6,990,35.5387,-118.45463,5.2,1030.0,139000.0,6.11
93206,36172.0,1940,511,581,2.1,3.0,511,35.44402,-119.47578,4.7,1028.0,203100.0,5.61
93207,18846.0,311,156,376,6.9,0.0,156,35.88721,-118.63153,4.2,,237500.0,12.6
93208,,135,91,431,0.0,0.0,91,36.1298,-118.63982,4.4,,319200.0,
93210,59302.0,18581,4624,5052,2.0,7.8,4624,36.19519,-120.43245,4.9,946.0,230300.0,3.88
93212,38075.0,23138,4259,4525,1.7,2.8,4259,36.01649,-119.56937,5.0,978.0,209800.0,5.51
93215,41877.0,53626,11708,12196,0.7,3.5,11708,35.7764,-119.18835,5.1,1053.0,248400.0,5.93
93218,24583.0,979,251,261,0.7,3.5,251,35.86194,-119.03822,5.0,1179.0,158700.0,6.46
93219,29176.0,9324,2284,2396,0.8,2.1,2284,35.87908,-119.28818,4.8,902.0,211100.0,7.24
93220,,214,52,69,0.0,5.0,52,35.3705,-118.78369,,,,
93221,50469.0,15024,5070,5397,1.9,4.6,5070,36.29637,-119.02992,5.3,1248.0,315300.0,6.25
93222,60742.0,2192,1120,2040,5.6,9.3,1120,34.89835,-119.25983,4.9,1404.0,346300.0,5.7
93223,38360.0,10487,2763,2837,0.6,3.3,2763,36.30117,-119.20789,5.3,867.0,226500.0,5.9
93224,43250.0,388,156,168,2.7,2.0,156,35.21687,-119.58087,5.3,1159.0,158300.0,3.66
93225,43021.0,4775,2024,2644,3.7,10.6,2024,34.78532,-119.04196,5.0,1187.0,282100.0,6.56
93226,44464.0,297,147,176,2.3,0.0,147,35.7476,-118.73462,3.7,,216100.0,4.86
93230,59904.0,68412,22493,23439,1.0,3.4,22493,36.28967,-119.62514,5.4,1181.0,294300.0,4.91
93234,24412.0,6745,1705,1759,0.4,3.0,1705,36.19608,-120.08477,4.8,949.0,234500.0,9.61
93235,33441.0,4651,1278,1329,0.1,2.0,1278,36.38507,-119.22314,5.1,888.0,205000.0,6.13
93238,,1603,804,1157,4.1,7.5,804,35.82799,-118.47137,4.8,,244500.0,
93239,29145.0,1376,376,404,0.0,3.1,376,36.03293,-119.98645,4.8,1038.0,135000.0,4.63
93240,42758.0,5691,2531,3279,5.1,10.6,2531,35.62425,-118.4645,4.9,1018.0,189100.0,4.42
93241,39463.0,15707,3978,4217,0.7,3.0,3978,35.24922,-118.91224,4.1,905.0,175900.0,4.46
93242,44741.0,3073,920,985,0.4,2.2,920,36.44115,-119.73024,4.9,1083.0,510100.0,11.4
93243,40595.0,1386,529,612,5.3,6.2,529,34.84057,-118.81769,4.8,2147.0,343200.0,8.45
93244,67625.0,229,88,96,2.6,0.0,88,36.3908,-118.99733,5.0,,167600.0,2.48
93245,57314.0,38045,12454,13174,1.2,5.1,12454,36.28614,-119.83405,5.3,1468.0,305300.0,5.33
93247,34309.0,18210,5010,5251,0.8,2.0,5010,36.20234,-119.08277,5.0,914.0,256100.0,7.46
93249,35094.0,2590,645,650,0.0,0.4,645,35.67033,-119.85814,4.6,838.0,156000.0,4.45
93250,35112.0,14892,3538,3629,0.8,2.1,3538,35.66456,-119.20278,4.9,1039.0,234700.0,6.68
93251,45500.0,250,73,84,0.0,0.0,73,35.37059,-119.69735,5.1,594.0,231300.0,5.08
93252,30526.0,1499,564,689,3.5,11.0,564,34.80685,-119.34664,4.5,943.0,164500.0,5.39
93254,54444.0,780,296,344,0.5,2.6,296,34.92498,-119.74834,5.2,988.0,184600.0,3.39
93255,23333.0,630,283,367,3.5,17.7,283,35.68292,-118.0798,5.7,,134000.0,5.74
93256,27611.0,5754,1457,1538,2.1,2.0,1457,35.96805,-119.31251,4.7,1027.0,199200.0,7.21
93257,41048.0,79569,22848,23949,0.9,3.4,22848,35.98708,-118.89493,5.1,1057.0,250100.0,6.09
93258,28387.0,1921,486,514,1.2,2.8,486,36.05833,-119.15209,4.3,897.0,,
93260,40521.0,221,127,519,8.3,33.3,127,35.81909,-118.66116,4.2,,252500.0,6.23
93261,20845.0,2513,598,622,0.8,2.7,598,35.81147,-119.11673,4.5,803.0,174400.0,8.37
93262,,20,14,102,0.0,0.0,14,36.50256,-118.68109,4.2,,,
93263,42953.0,22341,5866,6111,0.9,3.3,5866,35.48722,-119.27835,5.2,1146.0,247300.0,5.76
93265,59191.0,4117,1684,2293,2.4,14.8,1684,36.20713,-118.70876,5.3,,339700.0,5.74
93266,46107.0,1521,427,459,0.4,2.9,427,36.17176,-119.85628,5.7,1137.0,242900.0,5.27
93267,32319.0,6119,1634,1747,1.6,2.6,1634,36.14279,-119.0742,5.2,934.0,181800.0,5.63
93268,46289.0,18502,5458,6046,2.7,7.7,5458,35.16725,-119.40785,5.0,957.0,196100.0,4.24
93270,37697.0,5637,1540,1660,1.4,3.8,1540,35.94703,-119.05669,5.1,1031.0,248100.0,6.58
93271,70972.0,1930,888,1228,2.2,8.5,888,36.43661,-118.86903,5.2,1362.0,404900.0,5.71
93272,34706.0,3468,917,954,0.3,1.1,917,36.04818,-119.34535,5.2,1173.0,233800.0,6.74
93274,52096.0,78493,23211,24164,0.9,4.3,23211,36.17978,-119.37949,5.4,1239.0,286500.0,5.5
93276,27361.0,177,54,62,0.0,0.0,54,35.31756,-119.4092,5.0,638.0,110400.0,4.03
93277,57596.0,53196,18728,19613,1.2,4.7,18728,36.29963,-119.38139,5.5,1307.0,293300.0,5.09
93280,37770.0,28182,6413,6708,0.7,4.8,6413,35.65204,-119.44716,4.8,925.0,226500.0,6.0
93283,34611.0,1880,867,1234,6.2,7.3,867,35.58478,-118.28854,4.9,1105.0,115700.0,3.34
93285,30665.0,2457,1326,2340,3.4,10.1,1326,35.72233,-118.50871,4.4,791.0,156500.0,5.1
93286,42489.0,9735,2961,3109,1.1,2.3,2961,36.45149,-119.1079,5.1,908.0,264300.0,6.22
93287,92083.0,221,83,110,0.0,0.0,83,35.72387,-118.91958,4.5,,246700.0,2.68
93291,57223.0,63366,18996,19712,0.9,3.6,18996,36.38931,-119.36838,5.3,1196.0,366800.0,6.41
93292,54832.0,43316,14218,14802,1.1,3.1,14218,36.3763,-119.22183,5.5,1379.0,295800.0,5.39
93301,35412.0,14518,5701,6074,0.8,4.4,5701,35.38428,-119.02057,4.3,997.0,227300.0,6.42
93304,38102.0,50837,15856,16630,1.3,4.0,15856,35.33938,-119.02368,4.6,1117.0,209500.0,5.5
93305,31454.0,38392,11253,11795,1.0,3.4,11253,35.38989,-118.98515,4.1,1034.0,215700.0,6.86
93306,53254.0,74623,22985,23905,1.3,3.9,22985,35.46595,-118.78445,5.3,1190.0,265600.0,4.99
93307,38891.0,88338,23523,24590,1.1,3.6,23523,35.2487,-118.93253,4.5,1111.0,220400.0,5.67
93308,43659.0,56037,19871,20935,1.1,4.9,19871,35.5498,-118.93389,4.8,1180.0,284400.0,6.51
93309,50742.0,61079,22410,23363,1.0,3.9,22410,35.34266,-119.06461,5.0,1206.0,268800.0,5.3
