zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,State,Zipcode,Latitude,Longitude,Broker Name,is zillow owned,Sold Date,Sold Price,Image URL,Detail URL,Search Page URL,Listing Agent Email,Listing Agent Phone,Hoa Fees,Most Rencent Tax Assessed Value,Parking Capacity,Heating,Cooling,Stories,Year Built,Property Taxes,Parcel Number,Property Type,Property subtype
21693214,FOR_SALE,Condo for sale,5 days,528000,1098,481,539100,491,2858,2815,sqft,2,2,"1511 Hilo St, West Covina, CA 91792",1511 Hilo St,West Covina,CA,91792,34.042397,-117.9143,RE/MAX 2000 REALTY,false,,,https://photos.zillowstatic.com/fp/b539f8ae117a28a6b30101ba0c5e31ef-p_e.jpg,https://www.zillow.com/homedetails/1511-Hilo-St-West-Covina-CA-91792/21693214_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
16456392,FOR_SALE,Condo for sale,3 days,540000,1137,475,547000,481,2917,1137,sqft,2,2,"6525 Twin Circle Ln UNIT 7, Simi Valley, CA 93063",6525 Twin Circle Ln UNIT 7,Simi Valley,CA,93063,34.2667,-118.66285,Beverly and Company Inc.,false,,,https://photos.zillowstatic.com/fp/534909279f96aed40bd0fa9dbd74017a-p_e.jpg,https://www.zillow.com/homedetails/6525-Twin-Circle-Ln-UNIT-7-Simi-Valley-CA-93063/16456392_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
16497000,FOR_SALE,Condo for sale,4 days,539000,1104,488,547800,496,3077,,,2,2,"675 Oak Run Trl UNIT 301, Oak Park, CA 91377",675 Oak Run Trl UNIT 301,Oak Park,CA,91377,34.184055,-118.76704,Coldwell Banker Realty,false,,,https://photos.zillowstatic.com/fp/bdc59efd64d0831f1a407b9ad873cfca-p_e.jpg,https://www.zillow.com/homedetails/675-Oak-Run-Trl-UNIT-301-Oak-Park-CA-91377/16497000_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21110438,FOR_SALE,Condo for sale,27 days,555000,867,640,,,3073,,,3,1,"16923 Cedarwood Ct, Cerritos, CA 90703",16923 Cedarwood Ct,Cerritos,CA,90703,33.87753,-118.06723,Major League Properties,false,,,https://photos.zillowstatic.com/fp/41216cd8cadbd32631233338ecaa0a62-p_e.jpg,https://www.zillow.com/homedetails/16923-Cedarwood-Ct-Cerritos-CA-90703/21110438_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21150123,FOR_SALE,House for sale,4 days,725000,1015,714,,,,2063,sqft,3,2,"1610 E 61st St, Long Beach, CA 90805",1610 E 61st St,Long Beach,CA,90805,33.86541,-118.17316,The Keystone Team,false,,,https://photos.zillowstatic.com/fp/d50c62457d934e26392d431153241f07-p_e.jpg,https://www.zillow.com/homedetails/1610-E-61st-St-Long-Beach-CA-90805/21150123_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20389211,FOR_SALE,Condo for sale,3 days,599000,1189,504,636100,535,4134,7.1577,acres,3,2,"7765 W 91st St UNIT F1100, Playa Del Rey, CA 90293",7765 W 91st St UNIT F1100,Playa Del Rey,CA,90293,33.957623,-118.431564,Compass,false,,,https://photos.zillowstatic.com/fp/809254417af4f210127a9c2b018c24ca-p_e.jpg,https://www.zillow.com/homedetails/7765-W-91st-St-UNIT-F1100-Playa-Del-Rey-CA-90293/20389211_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20436826,FOR_SALE,House for sale,4 days,2795000,3247,861,2908000,896,7918,5702.004,sqft,5,5,"3843 Minerva Ave, Los Angeles, CA 90066",3843 Minerva Ave,Los Angeles,CA,90066,34.008743,-118.421715,Compass,false,,,https://photos.zillowstatic.com/fp/1f23bde6d830f26f50701aff26183160-p_e.jpg,https://www.zillow.com/homedetails/3843-Minerva-Ave-Los-Angeles-CA-90066/20436826_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20798151,FOR_SALE,House for sale,3 days,3300000,2409,1370,3376300,1402,15500,5083.452,sqft,4,4,"1611 Sunset Plaza Dr, Los Angeles, CA 90069",1611 Sunset Plaza Dr,Los Angeles,CA,90069,34.100456,-118.380974,The Agency,false,,,https://photos.zillowstatic.com/fp/44601ba241aba9228f5bb7f0f831b134-p_e.jpg,https://www.zillow.com/homedetails/1611-Sunset-Plaza-Dr-Los-Angeles-CA-90069/20798151_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20436233,FOR_SALE,Condo for sale,4 days,588000,892,659,603600,677,2946,7498,sqft,2,2,"3813 Huron Ave APT 4, Culver City, CA 90232",3813 Huron Ave APT 4,Culver City,CA,90232,34.014343,-118.41389,"Douglas Elliman of California, Inc",false,,,https://photos.zillowstatic.com/fp/9b42799b2b1f8b1b7c3b5578906438cd-p_e.jpg,https://www.zillow.com/homedetails/3813-Huron-Ave-APT-4-Culver-City-CA-90232/20436233_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21150897,FOR_SALE,House for sale,3 days,675000,1287,524,689500,536,2925,5606.172,sqft,2,1,"6030 Lemon Ave, Long Beach, CA 90805",6030 Lemon Ave,Long Beach,CA,90805,33.86428,-118.17891,Keller Williams Westlake Village,false,,,https://photos.zillowstatic.com/fp/518bdf3f75f11b54081ac8aee9eb96da-p_e.jpg,https://www.zillow.com/homedetails/6030-Lemon-Ave-Long-Beach-CA-90805/21150897_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21305317,FOR_SALE,Multi-family home for sale,5 days,799000,1496,534,826500,552,3058,6004,sqft,4,2,"846 W Santa Cruz St, San Pedro, CA 90731",846 W Santa Cruz St,San Pedro,CA,90731,33.744923,-118.2956,"eXp Realty of California, Inc",false,,,https://photos.zillowstatic.com/fp/30d1673944531100b05898e2df345e71-p_e.jpg,https://www.zillow.com/homedetails/846-W-Santa-Cruz-St-San-Pedro-CA-90731/21305317_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20484816,FOR_SALE,Condo for sale,3 days,999000,1135,880,1043400,919,4506,0.3444,acres,3,2,"914 Lincoln Blvd APT 103, Santa Monica, CA 90403",914 Lincoln Blvd APT 103,Santa Monica,CA,90403,34.02566,-118.49912,The Condo Experts,false,,,https://photos.zillowstatic.com/fp/982a1eb903468209fd680f843d763089-p_e.jpg,https://www.zillow.com/homedetails/914-Lincoln-Blvd-APT-103-Santa-Monica-CA-90403/20484816_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
25201701,FOR_SALE,House for sale,5 days,1475000,1948,757,1503600,772,6081,6600,sqft,4,3,"16821 Montclair Ln, Huntington Beach, CA 92647",16821 Montclair Ln,Huntington Beach,CA,92647,33.718277,-117.98427,Real Broker,false,,,https://photos.zillowstatic.com/fp/efadb7955bb4e73d75a1b2af3b076188-p_e.jpg,https://www.zillow.com/homedetails/16821-Montclair-Ln-Huntington-Beach-CA-92647/25201701_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20463796,FOR_SALE,House for sale,3 days,2249000,1846,1218,2400000,1300,4918,5309.964,sqft,3,3,"2740 Federal Ave, Los Angeles, CA 90064",2740 Federal Ave,Los Angeles,CA,90064,34.025593,-118.4384,The Agency,false,,,https://photos.zillowstatic.com/fp/1251c8f5fb3cc07f3b5a4a5f828caa1e-p_e.jpg,https://www.zillow.com/homedetails/2740-Federal-Ave-Los-Angeles-CA-90064/20463796_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21125594,FOR_SALE,House for sale,2 days,1049000,2010,522,1074500,535,4486,7531.524,sqft,4,3,"19722 Nicholas Ave, Cerritos, CA 90703",19722 Nicholas Ave,Cerritos,CA,90703,33.850742,-118.082405,KW Advisors,false,,,https://photos.zillowstatic.com/fp/17714457e6424d24c8997b11613f1d01-p_e.jpg,https://www.zillow.com/homedetails/19722-Nicholas-Ave-Cerritos-CA-90703/21125594_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21348770,FOR_SALE,House for sale,4 days,695000,1145,607,718500,628,3606,5005,sqft,2,1,"25829 Hillworth Ave, Lomita, CA 90717",25829 Hillworth Ave,Lomita,CA,90717,33.788624,-118.32847,Vista Sotheby’s International Realty,false,,,https://photos.zillowstatic.com/fp/d4a423174138ec13cbb05c3be0a79277-p_e.jpg,https://www.zillow.com/homedetails/25829-Hillworth-Ave-Lomita-CA-90717/21348770_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21011130,FOR_SALE,House for sale,7 days,595000,1006,591,630900,627,2646,3739,sqft,3,1,"3601 Platt Ave, Lynwood, CA 90262",3601 Platt Ave,Lynwood,CA,90262,33.926323,-118.20539,Re/Max Coastal Homes,false,,,https://photos.zillowstatic.com/fp/be5b0bead2c95ade6a872fd461535511-p_e.jpg,https://www.zillow.com/homedetails/3601-Platt-Ave-Lynwood-CA-90262/21011130_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21440779,FOR_SALE,Foreclosure,11 days,579900,1221,475,,,3473,6018,sqft,3,1,"9442 Badminton Ave, Whittier, CA 90605",9442 Badminton Ave,Whittier,CA,90605,33.950558,-118.04054,Century 21 Allstars,false,,,https://photos.zillowstatic.com/fp/a6e3c256176cc3265be1df1ae22ba6a1-p_e.jpg,https://www.zillow.com/homedetails/9442-Badminton-Ave-Whittier-CA-90605/21440779_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20768772,FOR_SALE,House for sale,5 days,979000,1463,669,1092100,746,4429,5118.3,sqft,2,3,"1026 Oak Grove Dr, Los Angeles, CA 90041",1026 Oak Grove Dr,Los Angeles,CA,90041,34.132923,-118.19055,Real Broker,false,,,https://photos.zillowstatic.com/fp/44347d2ad51e4c48948a838438b4bf18-p_e.jpg,https://www.zillow.com/homedetails/1026-Oak-Grove-Dr-Los-Angeles-CA-90041/20768772_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20801067,FOR_SALE,House for sale,9 days,949000,920,1032,981900,1067,4726,4186.116,sqft,3,2,"2300 Laurel Canyon Blvd, Los Angeles, CA 90046",2300 Laurel Canyon Blvd,Los Angeles,CA,90046,34.112194,-118.37326,Sotheby's International Realty,false,,,https://photos.zillowstatic.com/fp/c28ec50fe669fc302d8887712d976335-p_e.jpg,https://www.zillow.com/homedetails/2300-Laurel-Canyon-Blvd-Los-Angeles-CA-90046/20801067_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20087706,FOR_SALE,Condo for sale,5 days,550000,1222,450,579700,474,3054,6.6162,acres,2,3,"12411 Osborne St UNIT 127, Pacoima, CA 91331",12411 Osborne St UNIT 127,Pacoima,CA,91331,34.261005,-118.40459,eHomes,false,,,https://photos.zillowstatic.com/fp/8369f6335d478c5c8032546868f9b31d-p_e.jpg,https://www.zillow.com/homedetails/12411-Osborne-St-UNIT-127-Pacoima-CA-91331/20087706_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
157966029,FOR_SALE,Home for sale,95 days,369900,1593,232,,,4464,,,3,2,"20701 Beach Blvd SPC 229, Huntington Beach, CA 92648",20701 Beach Blvd SPC 229,Huntington Beach,CA,92648,33.660156,-117.990166,Ethos International Real Estat,false,,,https://photos.zillowstatic.com/fp/e1b6ce62e4cf0dbdb5b54df0418b1ce0-p_e.jpg,https://www.zillow.com/homedetails/20701-Beach-Blvd-SPC-229-Huntington-Beach-CA-92648/157966029_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
25236069,FOR_SALE,House for sale,4 days,1199000,1992,602,1249500,627,4278,7320,sqft,4,3,"9601 Swallow Ln, Garden Grove, CA 92841",9601 Swallow Ln,Garden Grove,CA,92841,33.79384,-117.96558,eXp Realty of California Inc,false,,,https://photos.zillowstatic.com/fp/4d3c9938b252e859ad549262a02a1901-p_e.jpg,https://www.zillow.com/homedetails/9601-Swallow-Ln-Garden-Grove-CA-92841/25236069_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
20746634,FOR_SALE,House for sale,4 days,1749000,1836,953,1920800,1046,5864,5301.252,sqft,4,3,"4109 Clayton Ave, Los Angeles, CA 90027",4109 Clayton Ave,Los Angeles,CA,90027,34.10026,-118.280754,The Agency,false,,,https://photos.zillowstatic.com/fp/a800a298e13f2d5758763a2533628430-p_e.jpg,https://www.zillow.com/homedetails/4109-Clayton-Ave-Los-Angeles-CA-90027/20746634_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
21583366,FOR_SALE,House for sale,5 days,799000,1219,655,832800,683,3085,7242,sqft,2,2,"515 E Foothill Blvd, Monrovia, CA 91016",515 E Foothill Blvd,Monrovia,CA,91016,34.15177,-117.992905,Seven Gables Real Estate,false,,,https://photos.zillowstatic.com/fp/b60af7d33ed785dd3bd1221b065ce7e5-p_e.jpg,https://www.zillow.com/homedetails/515-E-Foothill-Blvd-Monrovia-CA-91016/21583366_zpid/,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D,,,,,,,,,,,,,
