zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,State,Zipcode,Latitude,Longitude,Broker Name,is zillow owned,Sold Date,Sold Price,Image URL,Detail URL,Search Page URL,Listing Agent Email,Listing Agent Phone,Hoa Fees,Most Rencent Tax Assessed Value,Parking Capacity,Heating,Cooling,Stories,Year Built,Property Taxes,Parcel Number,Property Type,Property subtype
20980331,FOR_SALE,Condo for sale,5 days,525000,1028,511,544500,530,2939,4.6248,acres,2,1,"53 Merit Park Dr, Gardena, CA 90247",53 Merit Park Dr,Gardena,CA,90247,33.888565,-118.3034,eXp Realty of California Inc,false,,,https://photos.zillowstatic.com/fp/4d04b55ad269565320e0fc73ec68aedd-p_e.jpg,https://www.zillow.com/homedetails/53-Merit-Park-Dr-Gardena-CA-90247/20980331_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
21449866,FOR_SALE,House for sale,2 days,998800,1909,523,1037700,544,3959,7458,sqft,4,2,"16383 Colegio Dr, Hacienda Heights, CA 91745",16383 Colegio Dr,Hacienda Heights,CA,91745,33.99398,-117.9531,Wetrust Realty,false,,,https://photos.zillowstatic.com/fp/6f7f1f8b41ec16da2cffc8634ffd584e-p_e.jpg,https://www.zillow.com/homedetails/16383-Colegio-Dr-Hacienda-Heights-CA-91745/21449866_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
136686792,FOR_SALE,Home for sale,17 days,230000,1061,217,224100,211,3043,,,3,2,"7560 Woodman Pl SPACE 42, Van Nuys, CA 91405",7560 Woodman Pl SPACE 42,Van Nuys,CA,91405,34.206837,-118.428665,Majestic Homes,false,,,https://photos.zillowstatic.com/fp/6a6075833e0175a143a8569f60b3f7b2-p_e.jpg,https://www.zillow.com/homedetails/7560-Woodman-Pl-SPACE-42-Van-Nuys-CA-91405/136686792_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
21161514,FOR_SALE,House for sale,10 days,1895000,2298,825,1984600,864,6118,6287,sqft,4,4,"144 W San Antonio Dr, Long Beach, CA 90807",144 W San Antonio Dr,Long Beach,CA,90807,33.83146,-118.19472,Vista Sotheby’s International Realty,false,,,https://photos.zillowstatic.com/fp/6993b4f68734fd201a351910f25780cb-p_e.jpg,https://www.zillow.com/homedetails/144-W-San-Antonio-Dr-Long-Beach-CA-90807/21161514_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
20451701,FOR_SALE,House for sale,10 days,2650000,1954,1356,2678000,1371,7731,4804.668,sqft,4,4,"776 Sunset Ave, Venice, CA 90291",776 Sunset Ave,Venice,CA,90291,33.999733,-118.46585,KW Advisors,false,,,https://photos.zillowstatic.com/fp/f2fb2b728457a7b17f126764b330e2df-p_e.jpg,https://www.zillow.com/homedetails/776-Sunset-Ave-Venice-CA-90291/20451701_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
19945034,FOR_SALE,House for sale,8 days,929000,708,1312,950400,1342,2716,0.49924242424242427,acres,1,1,"4208 Elzevir Rd, Woodland Hills, CA 91364",4208 Elzevir Rd,Woodland Hills,CA,91364,34.148342,-118.59158,Berkshire Hathaway HomeServices California Properties,false,,,https://photos.zillowstatic.com/fp/2f8892cd2dd8036f6795b32a968c2f2e-p_e.jpg,https://www.zillow.com/homedetails/4208-Elzevir-Rd-Woodland-Hills-CA-91364/19945034_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
16455635,FOR_SALE,House for sale,7 days,999950,3187,314,1014700,318,6285,0.2831037649219467,acres,4,3,"596 Azure Hills Dr, Simi Valley, CA 93065",596 Azure Hills Dr,Simi Valley,CA,93065,34.25013,-118.77226,Century 21 Real Estate Alliance,false,,,https://photos.zillowstatic.com/fp/6d1060e826396b27ff9ae177f74fb25f-p_e.jpg,https://www.zillow.com/homedetails/596-Azure-Hills-Dr-Simi-Valley-CA-93065/16455635_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
25740421,FOR_SALE,Condo for sale,8 days,525000,1272,413,518300,407,3961,0,sqft,3,2,"4791 Lago Dr APT 103, Huntington Beach, CA 92649",4791 Lago Dr APT 103,Huntington Beach,CA,92649,33.722137,-118.04414,Compass,false,,,https://photos.zillowstatic.com/fp/8b0c0af370e05ab28eed2633e76dcd43-p_e.jpg,https://www.zillow.com/homedetails/4791-Lago-Dr-APT-103-Huntington-Beach-CA-92649/25740421_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
20475329,FOR_SALE,House for sale,3 days,5895000,4463,1321,5993700,1343,24320,7997.616,sqft,5,6,"911 22nd St, Santa Monica, CA 90403",911 22nd St,Santa Monica,CA,90403,34.036873,-118.485405,Compass,false,,,https://photos.zillowstatic.com/fp/659aa4a8905d558c3bc489da951c6aef-p_e.jpg,https://www.zillow.com/homedetails/911-22nd-St-Santa-Monica-CA-90403/20475329_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
21550296,FOR_SALE,House for sale,3 days,449888,852,528,464600,545,2767,5291,sqft,2,1,"14621 Clark St, Baldwin Park, CA 91706",14621 Clark St,Baldwin Park,CA,91706,34.090977,-117.957184,TRT CAPITAL,false,,,https://photos.zillowstatic.com/fp/155b98dc43581743cd851eeb62454fba-p_e.jpg,https://www.zillow.com/homedetails/14621-Clark-St-Baldwin-Park-CA-91706/21550296_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
89142663,FOR_SALE,Condo for sale,2 days,999000,1650,605,1070600,649,5147,1.0089,acres,2,2,"4111 W Sunset Blvd APT 343, Los Angeles, CA 90029",4111 W Sunset Blvd APT 343,Los Angeles,CA,90029,34.0938,-118.281235,The Agency,false,,,https://photos.zillowstatic.com/fp/858381443fd64c7a5db76301193174f1-p_e.jpg,https://www.zillow.com/homedetails/4111-W-Sunset-Blvd-APT-343-Los-Angeles-CA-90029/89142663_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
20553707,FOR_SALE,New construction,1 days,2770000,2679,1034,2804600,1047,18499,0.2691,acres,4,5,"26160 Fairside Rd, Malibu, CA 90265",26160 Fairside Rd,Malibu,CA,90265,34.060947,-118.73977,Pinnacle Estate Properties,false,,,https://photos.zillowstatic.com/fp/483c2298dfd02b9b54a436a7f2db5a5f-p_e.jpg,https://www.zillow.com/homedetails/26160-Fairside-Rd-Malibu-CA-90265/20553707_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
136155410,FOR_SALE,House for sale,10 days,659000,1636,403,676200,413,3569,5266,sqft,3,2,"2122 Lime Ave, Long Beach, CA 90806",2122 Lime Ave,Long Beach,CA,90806,33.795773,-118.183624,Coldwell Banker Realty,false,,,https://photos.zillowstatic.com/fp/c1d1f12b457de008718a2e5fa989f5c4-p_e.jpg,https://www.zillow.com/homedetails/2122-Lime-Ave-Long-Beach-CA-90806/136155410_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
19891173,FOR_SALE,Foreclosure,9 days,975000,2000,488,976400,488,6125,6986,sqft,3,3,"53 Robin Hood Pl, Westlake Village, CA 91361",53 Robin Hood Pl,Westlake Village,CA,91361,34.13195,-118.81813,RE/MAX ONE,false,,,https://photos.zillowstatic.com/fp/4d422800f9db633522777c1491ed2acc-p_e.jpg,https://www.zillow.com/homedetails/53-Robin-Hood-Pl-Westlake-Village-CA-91361/19891173_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
20449144,FOR_SALE,Condo for sale,2 days,999000,1417,705,1077200,760,4309,9239.076,sqft,2,3,"12806 Pacific Ave APT 6, Los Angeles, CA 90066",12806 Pacific Ave APT 6,Los Angeles,CA,90066,33.998947,-118.43968,Nourmand & Associates-BW,false,,,https://photos.zillowstatic.com/fp/cef029312bfda3e4439b7bc373ac5d13-p_e.jpg,https://www.zillow.com/homedetails/12806-Pacific-Ave-APT-6-Los-Angeles-CA-90066/20449144_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
25363660,FOR_SALE,House for sale,3 days,1298000,2874,452,1332900,464,6027,8586,sqft,5,3,"1500 Arbolita Dr, La Habra, CA 90631",1500 Arbolita Dr,La Habra,CA,90631,33.943752,-117.92979,"Circa Properties, Inc.",false,,,https://photos.zillowstatic.com/fp/f407ea7b919b3994fbbca3ff41868e9e-p_e.jpg,https://www.zillow.com/homedetails/1500-Arbolita-Dr-La-Habra-CA-90631/25363660_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
21409804,FOR_SALE,House for sale,2 days,859900,1421,605,874800,616,3803,6036,sqft,4,2,"15015 Barnwall St, La Mirada, CA 90638",15015 Barnwall St,La Mirada,CA,90638,33.891953,-118.011,Supreme Realty,false,,,https://photos.zillowstatic.com/fp/4b0321bbeccaae7fdcafbc077da4692d-p_e.jpg,https://www.zillow.com/homedetails/15015-Barnwall-St-La-Mirada-CA-90638/21409804_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
21262893,FOR_SALE,House for sale,5 days,645000,1329,485,669800,504,3684,5497,sqft,3,2,"21503 Moneta Ave, Carson, CA 90745",21503 Moneta Ave,Carson,CA,90745,33.833355,-118.28261,eXp Realty of California Inc,false,,,https://photos.zillowstatic.com/fp/70ce861a5e31ff0d7ce70028d14e9472-p_e.jpg,https://www.zillow.com/homedetails/21503-Moneta-Ave-Carson-CA-90745/21262893_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
25298346,FOR_SALE,House for sale,3 days,1489000,3114,478,,,4735,6250,sqft,5,3,"10830 Los Jardines E, Fountain Valley, CA 92708",10830 Los Jardines E,Fountain Valley,CA,92708,33.713776,-117.93952,First Team Real Estate,false,,,https://photos.zillowstatic.com/fp/c23cadd97400ac0e0e9c5b6e940fe148-p_e.jpg,https://www.zillow.com/homedetails/10830-Los-Jardines-E-Fountain-Valley-CA-92708/25298346_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
21371256,FOR_SALE,House for sale,2 days,699999,1530,458,719800,470,3437,5051,sqft,3,2,"11132 Alburtis Ave, Norwalk, CA 90650",11132 Alburtis Ave,Norwalk,CA,90650,33.929974,-118.08331,Berkshire Hathaway Home Services California Properties,false,,,https://photos.zillowstatic.com/fp/0c866a9a9b699a38c1a1199a1877ac51-p_e.jpg,https://www.zillow.com/homedetails/11132-Alburtis-Ave-Norwalk-CA-90650/21371256_zpid/,https://www.zillow.com/homes/for_sale/7_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A8%7D%7D,,,,,,,,,,,,,
20161446,FOR_SALE,House for sale,7 days,1600000,2573,622,1645100,639,5799,0.2698576675849403,acres,4,3,"18801 Celtic St, Porter Ranch, CA 91326",18801 Celtic St,Porter Ranch,CA,91326,34.2689,-118.54304,JohnHart Real Estate,false,,,https://photos.zillowstatic.com/fp/4135e23de5703e8552a7d112b5460f2a-p_e.jpg,https://www.zillow.com/homedetails/18801-Celtic-St-Porter-Ranch-CA-91326/20161446_zpid/,https://www.zillow.com/homes/for_sale/8_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D,,,,,,,,,,,,,
20523467,FOR_SALE,House for sale,142 days,88000000,24757,3555,,,81869,19.82,acres,10,22,"9904 Kip Dr, Beverly Hills, CA 90210",9904 Kip Dr,Beverly Hills,CA,90210,34.10074,-118.43107,The Beverly Hills Estates,false,,,https://photos.zillowstatic.com/fp/fe90b2aa0a203a16ce244bbad0218d51-p_e.jpg,https://www.zillow.com/homedetails/9904-Kip-Dr-Beverly-Hills-CA-90210/20523467_zpid/,https://www.zillow.com/homes/for_sale/8_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D,,,,,,,,,,,,,
25253672,FOR_SALE,House for sale,5 days,1125000,1391,809,1128300,811,4015,6000,sqft,3,2,"16652 Rhone Ln, Huntington Beach, CA 92647",16652 Rhone Ln,Huntington Beach,CA,92647,33.72039,-117.99712,Seven Gables Real Estate,false,,,https://photos.zillowstatic.com/fp/c1f8871fd8e45294e384148c7067b92d-p_e.jpg,https://www.zillow.com/homedetails/16652-Rhone-Ln-Huntington-Beach-CA-92647/25253672_zpid/,https://www.zillow.com/homes/for_sale/8_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D,,,,,,,,,,,,,
25201733,FOR_SALE,House for sale,4 days,1190000,1386,859,1210200,873,4154,9863,sqft,4,2,"15352 Nantucket St, Westminster, CA 92683",15352 Nantucket St,Westminster,CA,92683,33.739735,-117.97935,"KASE Real Estate, Inc.",false,,,https://photos.zillowstatic.com/fp/9ea06eeaa4bebeb273bc0a2e3a1aa0c1-p_e.jpg,https://www.zillow.com/homedetails/15352-Nantucket-St-Westminster-CA-92683/25201733_zpid/,https://www.zillow.com/homes/for_sale/8_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D,,,,,,,,,,,,,
20758588,FOR_SALE,House for sale,19 days,1000000,1622,617,1071900,661,4586,6141.96,sqft,3,2,"3936 Roderick Rd, Los Angeles, CA 90065",3936 Roderick Rd,Los Angeles,CA,90065,34.120754,-118.23138,Compass,false,,,https://photos.zillowstatic.com/fp/90a7abf6b19407c288c22b7f1c974843-p_e.jpg,https://www.zillow.com/homedetails/3936-Roderick-Rd-Los-Angeles-CA-90065/20758588_zpid/,https://www.zillow.com/homes/for_sale/8_p/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A34.39358639060095%2C%22south%22%3A33.646912113366774%2C%22east%22%3A-117.88370210449219%2C%22west%22%3A-118.93976289550781%7D%2C%22usersSearchTerm%22%3A%22%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22pagination%22%3A%7B%22currentPage%22%3A9%7D%7D,,,,,,,,,,,,,
