zipcode,median_income,population,households,housing_units,homeowner_vacancy_rate,rental_vacancy_rate,occupied_housing_units,latitude,longitude,median_rooms,median_rent,median_value,value_to_income,value_to_income_rank,population_rank,homeowner_vacancy_rate_rank,business_rank,median_income_rank
95148,129984.0,45819,11677,11837,0.3,1.2,11677,37.33252,-121.78142,6.4,3048.0,1164700.0,8.96033357951748,222,284,419,105,18
95205,35544.0,40720,11072,11704,1.4,3.7,11072,37.96425,-121.25955,4.8,1263.0,270000.0,7.596218771100608,300,382,39,1070,427
95206,48908.0,69350,17640,18221,1.1,2.5,17640,37.8961,-121.41051,5.4,1385.0,354600.0,7.250347591396091,328,67,74,682,361
95207,44103.0,52465,18679,19531,1.6,3.8,18679,38.00242,-121.325,4.7,1469.0,372500.0,8.446137450967054,251,201,25,819,392
95209,78883.0,44660,13263,13697,1.0,3.9,13263,38.04717,-121.35121,6.3,1768.0,427700.0,5.421954033188393,423,310,106,787,160
95210,43587.0,41378,11991,12291,0.9,1.8,11991,38.03215,-121.29782,5.1,1385.0,310400.0,7.12138940509785,340,365,143,957,395
95240,46309.0,49102,16784,17565,1.1,3.7,16784,38.1177,-121.1627,4.8,1342.0,413900.0,8.937787471117925,224,239,74,772,383
95301,57322.0,40886,12476,12929,0.6,3.3,12476,37.30634,-120.65119,5.7,1174.0,342900.0,5.981996441156973,408,379,274,809,296
95307,54405.0,46346,13014,13333,0.3,2.6,13014,37.55582,-120.95385,5.5,1460.0,369300.0,6.787979046043562,358,276,419,534,319
95336,62362.0,47281,16014,16617,1.2,3.6,16014,37.83351,-121.1988,5.7,1691.0,476200.0,7.636060421410474,296,259,59,754,258
95337,80351.0,44476,13409,13870,0.7,4.3,13409,37.74171,-121.23834,6.0,1841.0,568100.0,7.0702293686450695,342,312,228,576,150
95340,56089.0,38606,12694,13403,1.6,5.0,12694,37.34128,-120.40658,5.8,1120.0,355600.0,6.3399240492788245,384,419,25,1084,306
95350,49832.0,55344,19998,20812,1.1,3.6,19998,37.67175,-121.00732,5.2,1386.0,367600.0,7.376786000963237,316,165,74,761,354
95351,40819.0,48668,13238,13715,0.6,3.2,13238,37.6236,-120.99828,5.0,1314.0,284000.0,6.957544280849604,348,246,274,732,412
95355,65854.0,62337,22313,22959,0.8,3.3,22313,37.6727,-120.94717,5.7,1600.0,414500.0,6.294226622528624,387,109,182,543,229
95376,76261.0,53781,16638,17075,0.6,2.6,16638,37.73678,-121.43404,5.7,1898.0,560000.0,7.343202947771469,323,182,274,399,168
95380,45901.0,42912,13930,14594,1.5,3.3,13930,37.47226,-120.86978,5.0,1261.0,366900.0,7.993289906537984,279,339,33,970,385
95382,69720.0,38702,13015,13507,0.8,5.4,13015,37.52831,-120.85214,5.6,1585.0,443900.0,6.366896156052783,381,414,182,815,202
95403,73985.0,44705,16334,17458,1.9,5.9,16334,38.50326,-122.75358,4.9,2159.0,631600.0,8.536865580860985,248,307,17,718,180
95404,77127.0,38034,15296,16438,1.3,4.4,15296,38.46488,-122.65709,5.2,1830.0,830700.0,10.770547279162939,136,433,43,692,166
95407,59971.0,42504,12665,13138,0.7,2.8,12665,38.39465,-122.74591,4.8,1756.0,585400.0,9.761384669256808,182,342,228,575,279
95608,61437.0,65367,26295,27383,1.0,3.9,26295,38.62611,-121.32886,5.3,1453.0,516000.0,8.398847599980467,253,86,106,501,268
95610,58780.0,46592,18109,18842,0.9,4.2,18109,38.69494,-121.27219,5.2,1670.0,439100.0,7.470227968696836,310,269,143,723,287
95616,52827.0,51003,18042,19286,0.8,4.3,18042,38.55819,-121.80044,4.7,1819.0,834200.0,15.791167395460654,31,215,182,396,332
95621,59693.0,42941,17193,17917,1.0,5.3,17193,38.69551,-121.30862,5.5,1628.0,375900.0,6.297220779655906,386,337,106,899,282
95624,91971.0,66575,20365,20810,0.7,1.9,20365,38.43203,-121.30506,6.6,1853.0,560100.0,6.089963140555175,399,79,228,354,104
95628,81235.0,42824,17324,17971,1.0,3.6,17324,38.65212,-121.2543,6.1,1793.0,587700.0,7.234566381485813,330,341,106,712,147
95630,109942.0,74787,28308,29532,0.9,6.9,28308,38.66558,-121.141,6.1,2164.0,673000.0,6.121409470448055,396,47,143,348,48
95648,81267.0,54483,20630,21298,1.0,2.6,20630,38.92643,-121.31101,6.0,2026.0,603600.0,7.427369042784894,312,174,106,526,146
95670,64784.0,57988,22125,22790,1.0,3.0,22125,38.60461,-121.27963,5.2,1587.0,432900.0,6.682205482835268,362,143,106,634,235
95678,70060.0,45136,17452,18016,0.8,2.8,17452,38.76536,-121.28847,5.3,1929.0,486200.0,6.93976591493006,350,298,182,667,201
95687,81586.0,69837,23315,24043,0.7,4.1,23315,38.3344,-121.91765,5.7,2158.0,540800.0,6.628588238178119,367,64,228,347,144
95688,88053.0,39571,14161,14706,0.7,4.6,14161,38.41901,-122.02571,6.2,2022.0,638100.0,7.2467718306020235,329,398,228,626,127
95691,73086.0,39849,14388,14831,0.6,3.5,14388,38.62394,-121.58272,5.4,1435.0,485400.0,6.641490846400131,365,393,274,668,184
95695,62380.0,38956,14328,14817,0.6,2.8,14328,38.68847,-121.85666,5.1,1376.0,475100.0,7.616223148445014,298,410,274,691,257
95747,103895.0,75019,26622,27698,1.3,5.9,26622,38.77963,-121.36798,6.3,2061.0,625400.0,6.019538957601425,406,45,43,473,65
95757,101823.0,55257,15655,16120,1.2,2.4,15655,38.33886,-121.43643,6.6,2395.0,616200.0,6.051677911670251,405,169,59,586,71
95758,79885.0,64517,21671,22160,0.5,3.3,21671,38.42932,-121.44603,6.1,2063.0,503100.0,6.297803091944671,385,88,321,306,154
95762,132470.0,47354,16601,17098,0.8,4.4,16601,38.67694,-121.05755,7.2,2364.0,822200.0,6.206688306786442,391,258,182,484,17
95765,106554.0,43120,14649,15082,0.9,4.3,14649,38.81982,-121.27772,6.2,2186.0,659900.0,6.193103966064156,393,333,143,638,55
95821,42290.0,39310,15653,16293,1.3,3.7,15653,38.62541,-121.38479,4.5,1283.0,428700.0,10.137148262000473,159,406,43,923,401
95822,54552.0,45215,16239,16864,0.8,2.9,16239,38.51273,-121.49556,5.3,1505.0,401100.0,7.352617685877695,321,295,182,751,317
95823,44981.0,81212,24252,25157,0.9,3.9,24252,38.47473,-121.44266,5.0,1429.0,340600.0,7.572085991863231,304,29,143,579,389
95826,62527.0,39902,15984,16636,0.6,4.8,15984,38.54554,-121.37885,5.1,1622.0,408100.0,6.526780430853871,371,392,274,744,255
95828,51229.0,63116,18732,19128,0.8,1.7,18732,38.48943,-121.39598,5.4,1602.0,356200.0,6.953092974682309,349,104,182,614,343
95831,75632.0,43099,18644,19466,0.8,5.4,18644,38.49599,-121.52948,5.5,1762.0,575200.0,7.605246456526338,299,335,182,623,171
95833,60455.0,40195,14864,15420,1.2,3.4,14864,38.61529,-121.51558,4.9,1736.0,402100.0,6.651228186254238,364,388,59,966,273
95835,96743.0,41399,14295,14763,0.9,3.4,14295,38.67088,-121.52464,6.0,2082.0,531900.0,5.498072211942983,422,364,143,731,88
95838,44849.0,41340,11682,12110,1.6,2.8,11682,38.64708,-121.44312,5.2,1462.0,322500.0,7.1907957813998085,334,366,25,1065,390
95843,78102.0,48234,14793,15045,0.5,2.5,14793,38.71532,-121.36366,5.9,1936.0,432300.0,5.535069524468003,419,251,321,510,161
95926,45782.0,41259,16706,17759,1.0,4.1,16706,39.74573,-121.84396,4.9,1367.0,433500.0,9.468786859464418,200,369,106,849,386
95928,47599.0,38378,16121,17392,0.8,6.3,16121,39.68317,-121.83528,5.0,1346.0,451600.0,9.487594277190697,196,425,182,808,369
95973,64517.0,39609,15865,16478,1.3,2.6,15865,39.88099,-121.8516,5.2,1394.0,464400.0,7.198102825611854,332,397,43,922,236
95991,47871.0,43345,14668,15380,1.1,3.6,14668,39.02205,-121.61317,5.2,1262.0,350000.0,7.311315827954294,326,330,74,949,367
95993,67384.0,37783,12232,12605,0.8,2.4,12232,39.08171,-121.68798,6.2,1427.0,408500.0,6.062269975068266,403,439,182,878,218
96003,51512.0,45185,18661,19960,1.5,5.2,18661,40.66664,-122.31564,5.2,1356.0,343300.0,6.664466532070198,363,296,33,967,341
